Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
5383.5,9.95926942,0.196853075
5384,9.959569827,0.196881462
5384.5,9.959509031,0.19690958
5385,9.959233657,0.196928087
5385.5,9.957695857,0.196951065
5386,9.959301606,0.196982447
5386.5,9.959652082,0.197004888
5387,9.95970215,0.197024557
5387.5,9.9594232,0.197053123
5388,9.957892552,0.197080929
5388.5,9.958800927,0.197102118
5389,9.95932664,0.197121788
5389.5,9.959416047,0.197153482
5390,9.95945181,0.19717722
5390.5,9.958339587,0.197198141
5391,9.959312335,0.197223846
5391.5,9.95957698,0.197252053
5392,9.959745065,0.197273198
5392.5,9.959112064,0.197296086
5393,9.958800927,0.197325144
5393.5,9.958965436,0.197349909
5394,9.959255115,0.197371948
5394.5,9.95970215,0.197396446
5395,9.959694997,0.197426397
5395.5,9.958858148,0.197447542
5396,9.958479062,0.197470341
5396.5,9.958918945,0.197497476
5397,9.959798709,0.197526488
5397.5,9.959773675,0.197545487
5398,9.959054843,0.19756699
5398.5,9.958868877,0.197597522
5399,9.959097758,0.197620991
5399.5,9.959616319,0.197642181
5400,9.959587709,0.197667617
5400.5,9.959090606,0.197699222
5401,9.958368198,0.197719563
5401.5,9.959079877,0.197740886
5402,9.959766523,0.197769407
5402.5,9.959669963,0.197796363
5403,9.959008352,0.197816256
5403.5,9.957824603,0.197840843
5404,9.958858148,0.197870973
5404.5,9.959594861,0.197892789
5405,9.959737912,0.197913218
5405.5,9.95929803,0.197940979
5406,9.958053485,0.197970126
5406.5,9.958768741,0.197991226
5407,9.959541217,0.198011834
5407.5,9.959591285,0.198041785
5408,9.958879605,0.198066328
5408.5,9.957863942,0.198085863
5409,9.958589927,0.198111612
5409.5,9.959305183,0.198143128
5410,9.959562675,0.198164362
5410.5,9.959190742,0.198183808
5411,9.957445518,0.198213044
5411.5,9.958564893,0.198239017
5412,9.959598438,0.198262173
5412.5,9.959655658,0.198284033
5413,9.959258691,0.198314387
5413.5,9.958325282,0.198338304
5414,9.959054843,0.19835842
5414.5,9.959494725,0.198385868
5415,9.959737912,0.198416177
5415.5,9.959448234,0.198436472
5416,9.958493367,0.198456097
5416.5,9.958600656,0.198487121
5417,9.959058419,0.198512424
5417.5,9.959419624,0.198534239
5418,9.959290878,0.198557127
5418.5,9.958343164,0.198587481
5419,9.958926097,0.198611084
5419.5,9.959537641,0.198633078
5420,9.959712878,0.198656771
5420.5,9.959662811,0.198687572
5421,9.959097758,0.198710102
5421.5,9.958428994,0.198729861
5422,9.959551946,0.198759187
5422.5,9.959720031,0.198785875
5423,9.959473268,0.198806617
5423.5,9.959094182,0.198828701
5424,9.958268062,0.198860306
5424.5,9.95880808,0.198884133
5425,9.959162131,0.198904294
5425.5,9.959494725,0.198930714
5426,9.959537641,0.198960755
5426.5,9.958271638,0.198982257
5427,9.959237233,0.199004117
5427.5,9.959623471,0.199031833
5428,9.959716455,0.199059818
5428.5,9.95970215,0.19908056
5429,9.958504096,0.199102823
5429.5,9.95914425,0.199132997
5430,9.95954837,0.199155796
5430.5,9.959544793,0.19917788
5431,9.959505454,0.199203718
5431.5,9.958175079,0.199233938
5432,9.957939044,0.199255798
5432.5,9.958847419,0.199276406
5433,9.959777251,0.199305687
5433.5,9.959748641,0.199333493
5434,9.958725825,0.199352134
5434.5,9.959591285,0.199375871
5435,9.959376708,0.19940627
5435.5,9.959748641,0.19943269
5436,9.959694997,0.199455041
5436.5,9.959022657,0.199476946
5437,9.958736554,0.199507881
5437.5,9.959079877,0.199530545
5438,9.959669963,0.199550439
5438.5,9.959523336,0.199578378
5439,9.95834674,0.199606988
5439.5,9.958665029,0.199627731
5440,9.95911564,0.199650798
5440.5,9.959687844,0.199681152
5441,9.959637777,0.199707437
5441.5,9.959405318,0.199726436
5442,9.958382503,0.199750665
5442.5,9.959383861,0.199782092
5443,9.959720031,0.199806098
5443.5,9.959720031,0.199828047
5444,9.959330217,0.199851651
5444.5,9.95822157,0.199883256
5445,9.958908216,0.199906144
5445.5,9.959441081,0.199926663
5446,9.959430352,0.199955139
5446.5,9.95929803,0.199983928
5447,9.957484857,0.20000333
5447.5,9.959015504,0.200026218
5448,9.959641353,0.200055051
5448.5,9.959687844,0.200082902
5449,9.9594232,0.200104449
5449.5,9.958396808,0.200126711
5450,9.959348098,0.200158898
5450.5,9.959505454,0.200183216
5451,9.959802285,0.200203914
5451.5,9.959587709,0.200228278
5452,9.957999841,0.200257558
5452.5,9.958768741,0.200280044
5453,9.95945181,0.200301055
5453.5,9.959584132,0.200329844
5454,9.958804504,0.200358588
5454.5,9.957985536,0.200380672
5455,9.958650724,0.200400878
5455.5,9.959194318,0.200430829
5456,9.959687844,0.200456891
5456.5,9.959637777,0.200477946
5457,9.95877947,0.200502533
5457.5,9.958822385,0.200532664
5458,9.959516183,0.200554836
5458.5,9.959687844,0.200576786
5459,9.959315911,0.200603519
5459.5,9.958328859,0.200634051
5460,9.958142892,0.200655732
5460.5,9.958178655,0.200676475
5461,9.959065572,0.20070589
5461.5,9.959287301,0.200733785
5462,9.958918945,0.200754482
5462.5,9.958049909,0.200778086
5463,9.958886758,0.200807903
5463.5,9.959648505,0.200832937
5464,9.959666387,0.200856227
5464.5,9.958969012,0.200878132
5465,9.958307401,0.200909603
5465.5,9.95877947,0.20093343
5466,9.959623471,0.200954933
5466.5,9.959072725,0.200979564
5467,9.959351674,0.20101184
5467.5,9.957685128,0.201031733
5468,9.958132163,0.201055873
5468.5,9.95924081,0.201081846
5469,9.959473268,0.201111305
5469.5,9.959483997,0.201133568
5470,9.957717315,0.201156054
5470.5,9.959047691,0.2011852
5471,9.958994046,0.201212738
5471.5,9.959530488,0.201235313
5472,9.959473268,0.201256145
5472.5,9.957695857,0.201287214
5473,9.958597079,0.201312024
5473.5,9.958922521,0.201334868
5474,9.959294454,0.201356146
5474.5,9.958854572,0.201387081
5475,9.957449094,0.201410372
5475.5,9.958167926,0.201433662
5476,9.958353892,0.201460082
5476.5,9.959079877,0.20149048
5477,9.95945181,0.201513369
5477.5,9.958364621,0.201534335
5478,9.958321706,0.201560263
5478.5,9.958636418,0.2015916
5479,9.959655658,0.201613057
5479.5,9.959305183,0.201634113
5480,9.958607808,0.201662946
5480.5,9.957745925,0.201693792
5481,9.958099977,0.201713551
5481.5,9.958886758,0.201735321
5482,9.959097758,0.201765005
5482.5,9.957896129,0.201793123
5483,9.957191602,0.201813597
5483.5,9.958028451,0.201837424
5484,9.958554164,0.201866973
5484.5,9.959165708,0.201892991
5485,9.958446876,0.201915208
5485.5,9.957567111,0.201937247
5486,9.957706586,0.201967735
5486.5,9.958647147,0.201993842
5487,9.95917286,0.202013377
5487.5,9.958675758,0.202039707
5488,9.957352534,0.20206872
5488.5,9.957574264,0.202091251
5489,9.95837535,0.202115793
5489.5,9.958357469,0.2021419
5490,9.957971231,0.202171717
5490.5,9.957070008,0.20219313
5491,9.957853213,0.202215929
5491.5,9.958185807,0.2022436
5492,9.959247962,0.202271406
5492.5,9.958854572,0.202295098
5493,9.957216636,0.202314545
5493.5,9.957792417,0.202344898
5494,9.95862569,0.202373419
5494.5,9.959276572,0.202396039
5495,9.958228723,0.202418972
5495.5,9.957120076,0.202447493
5496,9.957441941,0.202474896
5496.5,9.957810298,0.202496041
5497,9.958504096,0.202518527
5497.5,9.958525554,0.202550132
5498,9.957255975,0.202573288
5498.5,9.957341806,0.202596221
5499,9.95822157,0.202619199
5499.5,9.959072725,0.202652145
5500,9.958564893,0.202674318
5500.5,9.957155839,0.202698458
5501,9.957416907,0.202721883
5501.5,9.957695857,0.202753488
5502,9.958868877,0.202775125
5502.5,9.958657876,0.202799801
5503,9.957509891,0.202824388
5503.5,9.957127229,0.202854876
5504,9.95739545,0.202879552
5504.5,9.957810298,0.202899445
5505,9.958200112,0.202926446
5505.5,9.957559959,0.202954743
5506,9.957220212,0.202979151
5506.5,9.957524196,0.202999804
5507,9.958089248,0.203029085
5507.5,9.957742349,0.203058008
5508,9.957785264,0.203080315
5508.5,9.957095042,0.203101952
5509,9.957899705,0.203130875
5509.5,9.957896129,0.20315649
5510,9.957846061,0.203182239
5510.5,9.957309619,0.203203295
5511,9.95705928,0.203233112
5511.5,9.957263127,0.203260426
5512,9.95739545,0.203283269
5512.5,9.95803918,0.203305889
5513,9.957831756,0.203334231
5513.5,9.957062856,0.20336159
5514,9.957098619,0.203382243
5514.5,9.957849637,0.203405131
5515,9.957778112,0.203436334
5515.5,9.95757784,0.203462441
5516,9.95708789,0.203483272
5516.5,9.957216636,0.203507144
5517,9.957545653,0.203539152
5517.5,9.9578854,0.203563336
5518,9.957677976,0.203585956
5518.5,9.957030669,0.203607861
5519,9.957162992,0.203640271
5519.5,9.957373992,0.203665126
5520,9.958132163,0.203687478
5520.5,9.958396808,0.203711394
5521,9.957334653,0.203742553
5521.5,9.957184449,0.203767542
5522,9.957341806,0.203789178
5522.5,9.957863942,0.203812737
5523,9.958543435,0.203844924
5523.5,9.957513467,0.203869376
5524,9.957027093,0.20388927
5524.5,9.957152263,0.203915823
5525,9.957477704,0.203948189
5525.5,9.957842485,0.203972686
5526,9.957213059,0.203995172
5526.5,9.957227365,0.204019133
5527,9.957209483,0.204050202
5527.5,9.957538501,0.20407233
5528,9.95801057,0.204095889
5528.5,9.95727028,0.204120074
5529,9.957105771,0.204152126
5529.5,9.957141534,0.204175372
5530,9.957323924,0.204199735
5530.5,9.957989112,0.204223249
5531,9.957155839,0.204254005
5531.5,9.957077161,0.204277922
5532,9.957170144,0.204300318
5532.5,9.957188026,0.204324816
5533,9.957663671,0.204357986
5533.5,9.957409755,0.204382483
5534,9.957073585,0.204400901
5534.5,9.957084313,0.204427812
5535,9.957109347,0.204459731
5535.5,9.95773162,0.204482798
5536,9.957137958,0.20450354
5536.5,9.957009212,0.204530005
5537,9.95708789,0.204561029
5537.5,9.957130805,0.204584364
5538,9.957835332,0.204607967
5538.5,9.957223788,0.20463251
5539,9.956966296,0.204664339
5539.5,9.956959144,0.20468669
5540,9.957073585,0.204709623
5540.5,9.957234517,0.204735551
5541,9.957484857,0.20476671
5541.5,9.95699133,0.20478857
5542,9.957044974,0.204811324
5542.5,9.957016364,0.204837833
5543,9.957188026,0.204868768
5543.5,9.957227365,0.204893489
5544,9.957066432,0.204913963
5544.5,9.957041398,0.204940696
5545,9.9571165,0.204971496
5545.5,9.957409755,0.204996128
5546,9.957130805,0.205018569
5546.5,9.957009212,0.205042977
5547,9.956930533,0.205075477
5547.5,9.9571165,0.205098409
5548,9.95705928,0.205120985
5548.5,9.957245246,0.205145437
5549,9.95701994,0.205175791
5549.5,9.956919805,0.205200825
5550,9.957062856,0.205222864
5550.5,9.95714511,0.205248121
5551,9.957102195,0.205280084
5551.5,9.957105771,0.205305163
5552,9.956937686,0.205326397
5552.5,9.957005635,0.205351074
5553,9.956987754,0.205383394
5553.5,9.957044974,0.205406953
5554,9.956937686,0.205429707
5554.5,9.95665516,0.205454607
5555,9.957030669,0.205485229
5555.5,9.95705928,0.205513034
5556,9.957091466,0.205534537
5556.5,9.95705928,0.205558676
5557,9.956658736,0.20558912
5557.5,9.956998483,0.205615182
5558,9.956951991,0.205637489
5558.5,9.956984178,0.205659528
5559,9.957073585,0.205691625
5559.5,9.956651584,0.205717821
5560,9.957002059,0.205741424
5560.5,9.956998483,0.20576391
5561,9.957070008,0.205794532
5561.5,9.957077161,0.205822964
5562,9.956519261,0.205842946
5562.5,9.956787482,0.205867578
5563,9.957048551,0.205896009
5563.5,9.957098619,0.205925513
5564,9.957048551,0.205948625
5564.5,9.956562177,0.205971111
5565,9.956755296,0.205998425
5565.5,9.9569055,0.206029762
5566,9.957055703,0.206050594
5566.5,9.957048551,0.206074018
5567,9.956923381,0.206101645
5567.5,9.956580058,0.206130836
5568,9.95675172,0.206155289
5568.5,9.956959144,0.206176881
5569,9.956977025,0.206205536
5569.5,9.957034246,0.206237365
5570,9.955736056,0.206259404
5570.5,9.956687346,0.206281308
5571,9.957062856,0.20630746
5571.5,9.957105771,0.206339915
5572,9.956959144,0.206363026
5572.5,9.955768243,0.206383053
5573,9.956694499,0.206411083
5573.5,9.957070008,0.206441302
5574,9.957109347,0.206467498
5574.5,9.95699133,0.20649061
5575,9.955821887,0.206513811
5575.5,9.956211701,0.206544075
5576,9.956758872,0.206570406
5576.5,9.957023517,0.206594099
5577,9.956833974,0.206616987
5577.5,9.955600158,0.2066481
5578,9.956086532,0.206672598
5578.5,9.956819669,0.206698034
5579,9.956984178,0.206721191
5579.5,9.957084313,0.206750918
5580,9.956791059,0.206779484
5580.5,9.955771819,0.206801925
5581,9.956580058,0.206824411
5581.5,9.957027093,0.206852619
5582,9.956884042,0.20688266
5582.5,9.955228225,0.206904296
5583,9.954985038,0.2069279
5583.5,9.956172362,0.206955571
5584,9.956851855,0.2069874
5584.5,9.956880466,0.207011137
5585,9.956429854,0.207033579
5585.5,9.955610887,0.207059283
5586,9.956308261,0.207090665
5586.5,9.95650138,0.207115833
5587,9.956665889,0.207139258
5587.5,9.956172362,0.207162951
5588,9.954988614,0.207194556
5588.5,9.956018582,0.207218025
5589,9.956243888,0.20724288
5589.5,9.956419126,0.207266528
5590,9.955185309,0.207296122
5590.5,9.954584495,0.207323123
5591,9.955460683,0.207347084
5591.5,9.955989972,0.207369615
5592,9.956497804,0.207398851
5592.5,9.955696717,0.207428445
5593,9.954867021,0.207450617
5593.5,9.955850497,0.207474444
5594,9.956072227,0.207502921
5594.5,9.956236735,0.207533632
5595,9.956358329,0.207557101
5595.5,9.954759732,0.207579453
5596,9.954766885,0.207603682
5596.5,9.95539631,0.207636584
5597,9.955174581,0.207659427
5597.5,9.955474988,0.20768321
5598,9.954580918,0.207707439
5598.5,9.954816953,0.207739804
5599,9.955342666,0.207767163
5599.5,9.955650226,0.207787637
5600,9.956408397,0.207811911
5600.5,9.955317632,0.207842354
5601,9.954942122,0.20787016
5601.5,9.954859868,0.207893048
5602,9.956150905,0.20791759
5602.5,9.955457107,0.207944591
5603,9.954931394,0.207976286
5603.5,9.954520121,0.207999889
5604,9.954459325,0.208022509
5604.5,9.954641715,0.208047498
5605,9.95514597,0.208079372
5605.5,9.95527114,0.208104093
5606,9.954405681,0.208126758
5606.5,9.954645291,0.208152149
5607,9.955553666,0.208183889
5607.5,9.956215278,0.208211024
5608,9.955149547,0.20823427
5608.5,9.954409257,0.208257739
5609,9.954691783,0.208286841
5609.5,9.954967156,0.208315138
5610,9.955603734,0.208338652
5610.5,9.954834834,0.208361674
5611,9.954316274,0.208389927
5611.5,9.95431985,0.208419834
5612,9.954591647,0.208444421
5612.5,9.955138818,0.208467935
5613,9.954884902,0.20849279
5613.5,9.954416409,0.208524261
5614,9.954516545,0.208550055
5614.5,9.954745427,0.208573748
5615,9.955932752,0.20859981
5615.5,9.955156699,0.208628107
5616,9.954512969,0.208657075
5616.5,9.954316274,0.208680589
5617,9.954448596,0.208703969
5617.5,9.954555884,0.208729808
5618,9.954538003,0.208761413
5618.5,9.953722611,0.208786045
5619,9.95431985,0.208809112
5619.5,9.954402104,0.208834727
5620,9.954605952,0.208864723
5620.5,9.954523698,0.208892707
5621,9.954241172,0.208916489
5621.5,9.954366341,0.208939735
5622,9.954301968,0.208969016
5622.5,9.955199614,0.208998073
5623,9.95462741,0.209023152
5623.5,9.95434846,0.209046621
5624,9.954191104,0.209071923
5624.5,9.95431985,0.209103752
5625,9.954251901,0.209128518
5625.5,9.954309121,0.209153686
5626,9.954058782,0.209176172
5626.5,9.954033748,0.209207286
5627,9.954330579,0.209234376
5627.5,9.95419468,0.20926017
5628,9.954455748,0.209284354
5628.5,9.954305545,0.209310461
5629,9.954219714,0.20934153
5629.5,9.954248324,0.209366609
5630,9.954309121,0.209391866
5630.5,9.954337731,0.209416185
5631,9.954273358,0.209447746
5631.5,9.95370473,0.209474523
5632,9.954287663,0.20949759
5632.5,9.954423562,0.209521998
5633,9.954237595,0.209550027
5633.5,9.954273358,0.209579666
5634,9.953729764,0.209603046
5634.5,9.95429124,0.209627364
5635,9.954305545,0.209652711
5635.5,9.954337731,0.209685881
5636,9.954316274,0.2097102
5636.5,9.953776255,0.209734966
5637,9.954280511,0.209759284
5637.5,9.954359189,0.209789906
5638,9.954337731,0.209818427
5638.5,9.954259053,0.209842701
5639,9.953407899,0.20986389
5639.5,9.953905002,0.2098904
5640,9.95336856,0.209922899
5640.5,9.954169646,0.209946279
5641,9.954144612,0.20997176
5641.5,9.95352234,0.209995453
5642,9.953282729,0.210025449
5642.5,9.954176799,0.210054104
5643,9.954237595,0.210076232
5643.5,9.954244748,0.210101624
5644,9.953575984,0.210129653
5644.5,9.953200475,0.210160811
5645,9.953815595,0.210185085
5645.5,9.953890696,0.21021003
5646,9.954169646,0.210234259
5646.5,9.953003779,0.210264925
5647,9.951973811,0.210291435
5647.5,9.952324286,0.210316781
5648,9.953525916,0.210338954
5648.5,9.953890696,0.210367878
5649,9.953200475,0.210400735
5649.5,9.95216693,0.210424562
5650,9.953075305,0.210447539
5650.5,9.953440085,0.210471232
5651,9.954155341,0.210504894
5651.5,9.953525916,0.210532252
5652,9.952102557,0.210555275
5652.5,9.95281066,0.210579638
5653,9.953500882,0.210608293
5653.5,9.953640357,0.210639317
5654,9.952664033,0.210661758
5654.5,9.951727048,0.210685853
5655,9.95191659,0.210712586
5655.5,9.952710524,0.210743163
5656,9.953339949,0.210771327
5656.5,9.953575984,0.210794125
5657,9.952202693,0.210818086
5657.5,9.952309981,0.210846562
5658,9.952567473,0.21087638
5658.5,9.953647509,0.210903112
5659,9.953289882,0.210928862
5659.5,9.951719895,0.210951303
5660,9.951834336,0.210982461
5660.5,9.952038184,0.211010892
5661,9.952499524,0.211034943
5661.5,9.952131167,0.211059664
5662,9.951755658,0.211086441
5662.5,9.951573268,0.211117242
5663,9.95183076,0.211142723
5663.5,9.952882186,0.211167086
5664,9.952259913,0.211189617
5664.5,9.951641217,0.211221088
5665,9.951666251,0.211248536
5665.5,9.952009574,0.211275492
5666,9.952735558,0.211300124
5666.5,9.952982322,0.211325426
5667,9.951845065,0.211356182
5667.5,9.951440945,0.211383585
5668,9.951630488,0.211408441
5668.5,9.951913014,0.211431865
5669,9.951623336,0.211460386
5669.5,9.951644793,0.211491813
5670,9.951537505,0.211516534
5670.5,9.95160903,0.211540629
5671,9.951727048,0.211568479
5671.5,9.952052489,0.211596821
5672,9.95155181,0.21162637
5672.5,9.951516047,0.211650331
5673,9.95164837,0.211674739
5673.5,9.951651946,0.211701561
5674,9.951598302,0.211732362
5674.5,9.951605454,0.211760257
5675,9.951330081,0.211781312
5675.5,9.951516047,0.211807509
5676,9.951541081,0.211836655
5676.5,9.951766387,0.211866964
5677,9.951480284,0.211889361
5677.5,9.951254979,0.211913724
5678,9.951458827,0.211940412
5678.5,9.9515232,0.211971839
5679,9.951562539,0.212001075
5679.5,9.951544657,0.212024589
5680,9.951054707,0.212049042
5680.5,9.951437369,0.212076266
5681,9.951630488,0.212107156
5681.5,9.95158042,0.212133263
5682,9.95158042,0.212156866
5682.5,9.951240674,0.212181543
5683,9.951001063,0.212211807
5683.5,9.951029673,0.21224301
5684,9.951294318,0.212268133
5684.5,9.9515232,0.212290977
5685,9.951126233,0.212316815
5685.5,9.950979605,0.212346901
5686,9.951387301,0.212375243
5686.5,9.9515232,0.212399562
5687,9.951541081,0.212423836
5687.5,9.95124425,0.212450926
5688,9.950378791,0.212483783
5688.5,9.950707808,0.212508772
5689,9.95121564,0.21253318
5689.5,9.951315776,0.212559734
5690,9.950868741,0.212587272
5690.5,9.949484721,0.212617312
5691,9.950192824,0.212642659
5691.5,9.951018944,0.21266899
5692,9.951444522,0.212694336
5692.5,9.951129809,0.212722813
5693,9.949527636,0.212751691
5693.5,9.950092688,0.2127782
5694,9.950865164,0.212801312
5694.5,9.951362267,0.212829475
5695,9.950983182,0.212859158
5695.5,9.949634925,0.212888305
5696,9.94958128,0.212912221
5696.5,9.950443164,0.21293654
5697,9.951029673,0.212963898
5697.5,9.950385943,0.212993939
5698,9.949023381,0.213021387
5698.5,9.949134245,0.213046153
5699,9.949631348,0.213071276
5699.5,9.95060052,0.213098992
5700,9.95032157,0.213131805
5700.5,9.949105635,0.213156526
5701,9.94896616,0.213182186
5701.5,9.949230805,0.213206728
5702,9.950178519,0.213234757
5702.5,9.950031891,0.21326587
5703,9.948991194,0.213291486
5703.5,9.948855296,0.213316296
5704,9.948876753,0.213339899
5704.5,9.949520484,0.213370253
5705,9.94911994,0.213400294
5705.5,9.949105635,0.213423808
5706,9.948801652,0.213450719
5706.5,9.948994771,0.213475887
5707,9.949456111,0.213507314
5707.5,9.949338093,0.213536908
5708,9.949148551,0.213562523
5708.5,9.948715821,0.213586886
5709,9.948883906,0.213613529
5709.5,9.949384585,0.213642721
5710,9.949481145,0.213672002
5710.5,9.949077025,0.213695337
5711,9.948769465,0.213721801
5711.5,9.948873177,0.213749696
5712,9.948833838,0.21378005
5712.5,9.949059144,0.21380723
5713,9.94896616,0.213833068
5713.5,9.948773041,0.2138577
5714,9.948837414,0.213885237
5714.5,9.948955432,0.213915278
5715,9.948998347,0.213943754
5715.5,9.948887482,0.213968341
5716,9.948483363,0.213993733
5716.5,9.948794499,0.214022566
5717,9.948848143,0.214052518
5717.5,9.948787346,0.214079116
5718,9.948891058,0.214105089
5718.5,9.948068514,0.214129095
5719,9.948715821,0.214157794
5719.5,9.948780194,0.214189042
5720,9.94878377,0.214217429
5720.5,9.948765889,0.214243759
5721,9.948172226,0.214266916
5721.5,9.948619261,0.214295168
5722,9.948801652,0.214326371
5722.5,9.948773041,0.214354043
5723,9.948765889,0.214378719
5723.5,9.94819726,0.214403172
5724,9.947936192,0.21443214
5724.5,9.948347464,0.214464282
5725,9.94875516,0.214489092
5725.5,9.948554888,0.214518328
5726,9.947474852,0.214539562
5726.5,9.946552172,0.214568441
5727,9.947682276,0.214599286
5727.5,9.948175803,0.214625482
5728,9.948300972,0.214651276
5728.5,9.947743073,0.214677249
5729,9.946834698,0.214703847
5729.5,9.947535649,0.214736034
5730,9.948086396,0.214764957
5730.5,9.94786109,0.214789186
5731,9.947349682,0.214814086
5731.5,9.946205273,0.214841042
5732,9.946913376,0.214873989
5732.5,9.947210207,0.214898218
5733,9.947242394,0.214924683
5733.5,9.94700636,0.214953382
5734,9.946137324,0.214979042
5734.5,9.94644846,0.215009351
5735,9.947714463,0.215036576
5735.5,9.947485581,0.215061699
5736,9.947614327,0.215088163
5736.5,9.946248188,0.215116371
5737,9.946273222,0.215147753
5737.5,9.946745291,0.215174128
5738,9.946691647,0.215199117
5738.5,9.946816817,0.215224107
5739,9.946230307,0.215251599
5739.5,9.94608368,0.215282355
5740,9.946201697,0.21530958
5740.5,9.946301833,0.215336849
5741,9.946133747,0.215362017
5741.5,9.946058646,0.215389063
5742,9.946190968,0.215419908
5742.5,9.946097985,0.215448339
5743,9.946412697,0.215473373
5743.5,9.946283951,0.215500464
5744,9.946030035,0.215526928
5744.5,9.946094408,0.215557326
5745,9.946087256,0.215587144
5745.5,9.946162358,0.215613161
5746,9.946065798,0.215639179
5746.5,9.945625916,0.215662961
5747,9.945865527,0.215694477
5747.5,9.946094408,0.215719511
5748,9.946080103,0.215743561
5748.5,9.946047917,0.215769579
5749,9.945504322,0.215797921
5749.5,9.945600882,0.215829839
5750,9.946123019,0.21585903
5750.5,9.94611229,0.215882455
5751,9.946094408,0.215910395
5751.5,9.94577612,0.215936591
5752,9.944864168,0.215966408
5752.5,9.945686713,0.215995823
5753,9.945847645,0.2160226
5753.5,9.945944205,0.216046919
5754,9.94583334,0.216073965
5754.5,9.943641081,0.21610262
5755,9.944327727,0.216131945
5755.5,9.945082321,0.216159169
5756,9.945479288,0.216184427
5756.5,9.944839135,0.216210131
5757,9.943573132,0.216239815
5757.5,9.944563761,0.216271733
5758,9.94518961,0.216296856
5758.5,9.945561543,0.216322337
5759,9.944975033,0.216349517
5759.5,9.943412199,0.21637777
5760,9.943716183,0.216407631
5760.5,9.944367066,0.216437225
5761,9.944914236,0.216463287
5761.5,9.944116726,0.216488277
5762,9.943387165,0.216513802
5762.5,9.943487301,0.216546123
5763,9.943694725,0.21657442
5763.5,9.944456473,0.216599901
5764,9.944463625,0.216624935
5764.5,9.943440809,0.216653098
5765,9.943383589,0.216683407
5765.5,9.943766251,0.21671309
5766,9.944349184,0.216739421
5766.5,9.944095268,0.216764991
5767,9.943380013,0.2167915
5767.5,9.943347826,0.21681944
5768,9.943508759,0.216852252
5768.5,9.943626776,0.216877152
5769,9.943383589,0.216905405
5769.5,9.943097487,0.216929232
5770,9.943297758,0.216957976
5770.5,9.943455115,0.21699052
5771,9.943476572,0.217016538
5771.5,9.943598166,0.217044522
5772,9.943369284,0.217070808
5772.5,9.943208351,0.217098747
5773,9.943322792,0.217127581
5773.5,9.943383589,0.217157041
5774,9.943440809,0.217186098
5774.5,9.943276301,0.217212786
5775,9.942525282,0.217238267
5775.5,9.943122521,0.217264195
5776,9.943240538,0.217297544
5776.5,9.943265572,0.217325796
5777,9.943204775,0.217352618
5777.5,9.942199841,0.217378546
5778,9.943040266,0.217403133
5778.5,9.9430653,0.217434024
5779,9.943383589,0.21746545
5779.5,9.943294182,0.21749178
5780,9.942042484,0.217517396
5780.5,9.942460909,0.21754462
5781,9.942593231,0.217572604
5781.5,9.943015232,0.217605595
5782,9.942890063,0.217634519
5782.5,9.941252127,0.217658882
5783,9.941280737,0.217685704
5783.5,9.941609755,0.217712124
5784,9.942110434,0.217742254
5784.5,9.942872181,0.217773278
5785,9.941030397,0.217799832
5785.5,9.940923109,0.217827682
5786,9.941559687,0.217853879
5786.5,9.942747011,0.217880388
5787,9.9428543,0.217912306
5787.5,9.941366568,0.217941274
5788,9.94082655,0.217965682
5788.5,9.94128789,0.217993935
5789,9.941656246,0.218020801
5789.5,9.941631212,0.218049635
5790,9.940822973,0.218082403
5790.5,9.940529718,0.218110879
5791,9.940647736,0.218135779
5791.5,9.941069737,0.218163003
5792,9.941151991,0.218189825
5792.5,9.940647736,0.218220626
5793,9.940501108,0.218251024
5793.5,9.940690651,0.218278919
5794,9.941016092,0.218306412
5794.5,9.941298618,0.218332921
5795,9.940669193,0.218360503
5795.5,9.940336599,0.218391483
5796,9.940679922,0.218420004
5796.5,9.940726414,0.218448122
5797,9.940679922,0.218474587
5797.5,9.940104141,0.218501051
5798,9.939685717,0.218530377
5798.5,9.940408125,0.218561892
5799,9.940558329,0.218591039
5799.5,9.940611973,0.218615447
5800,9.940608397,0.218643029
5800.5,9.939546242,0.218669807
5801,9.940411701,0.218699535
5801.5,9.940619125,0.218732123
5802,9.94070138,0.218761896
5802.5,9.940107718,0.21878693
5803,9.938898935,0.218813081
5803.5,9.939657106,0.218838875
5804,9.939742937,0.218869497
5804.5,9.940204277,0.218902354
5805,9.938809528,0.218930786
5805.5,9.938044205,0.218955104
5806,9.93857707,0.218983133
5806.5,9.938720121,0.219008927
5807,9.939185038,0.219040086
5807.5,9.939124241,0.219071155
5808,9.938044205,0.219100525
5808.5,9.938383951,0.219124933
5809,9.939092054,0.219151755
5809.5,9.939177885,0.219181483
5810,9.938738003,0.219211524
5810.5,9.938029899,0.219242369
5811,9.938022747,0.219268833
5811.5,9.937954798,0.219296147
5812,9.938051357,0.219323729
5812.5,9.938022747,0.21935158
5813,9.937947645,0.219382559
5813.5,9.937911882,0.219413226
5814,9.937883272,0.219440539
5814.5,9.938012018,0.219464858
5815,9.938022747,0.219491323
5815.5,9.937936916,0.219520827
5816,9.937983408,0.219552209
5816.5,9.93793334,0.219582473
5817,9.937979832,0.219608446
5817.5,9.937972679,0.219639023
5818,9.937858238,0.219665219
5818.5,9.936949863,0.219691192
5819,9.937024965,0.21972235
