Time (sec),Instron Force (kN),Extensometer (mm/mm)
451.5,7.03374811,0.004110194
452,7.034102162,0.004130972
452.5,7.033962687,0.004157008
453,7.034520586,0.004177223
453.5,7.035597046,0.004203446
454,7.036355217,0.004227854
454.5,7.03669854,0.004251824
455,7.036015471,0.004280738
455.5,7.036258658,0.00430039
456,7.037989577,0.004332934
456.5,7.038315018,0.004347766
457,7.038500985,0.00438513
457.5,7.038125476,0.004397021
458,7.037335118,0.004438577
458.5,7.038197001,0.004448152
459,7.038322171,0.004491336
459.5,7.038107594,0.004503665
460,7.037038287,0.004540528
460.5,7.035682877,0.004558803
461,7.035743674,0.004586903
461.5,7.03574725,0.004621638
462,7.035607775,0.004638285
462.5,7.033891161,0.004678402
463,7.032900532,0.004696927
463.5,7.032911261,0.004730598
464,7.032829006,0.004757948
464.5,7.032728871,0.004780228
465,7.031276901,0.004823224
465.5,7.02969261,0.00483862
466,7.030043085,0.004874481
466.5,7.029524525,0.004904521
467,7.029531677,0.004926238
467.5,7.029095371,0.004967231
468,7.027657707,0.004990763
468.5,7.028812845,0.005015985
469,7.029910763,0.005054788
469.5,7.030600985,0.005070997
470,7.031609495,0.005112679
470.5,7.032492836,0.005137024
471,7.033730229,0.005159993
471.5,7.035854538,0.005199672
472,7.038096865,0.005212502
472.5,7.039555987,0.005254559
473,7.040907821,0.00527421
473.5,7.042660197,0.005305002
474,7.044391116,0.005335481
474.5,7.047334394,0.005352629
475,7.049287042,0.005392433
475.5,7.050535163,0.005403824
476,7.052151641,0.005446006
476.5,7.054662189,0.005457021
477,7.056954584,0.00549501
477.5,7.058417282,0.005512721
478,7.060087404,0.005543513
478.5,7.061060152,0.005564855
479,7.062880478,0.005590389
479.5,7.064432583,0.005619616
480,7.065759383,0.005639268
480.5,7.066571198,0.00567369
481,7.066460333,0.00568652
481.5,7.068387948,0.005720503
482,7.069543086,0.005734084
482.5,7.071141682,0.005771072
483,7.07110592,0.00578265
483.5,7.071077309,0.005816759
484,7.071238242,0.005829401
484.5,7.073155127,0.005866701
485,7.073713027,0.005878154
485.5,7.073752366,0.005910448
486,7.071885548,0.005925719
486.5,7.072901212,0.005955134
487,7.073351823,0.005974097
487.5,7.073455535,0.006001009
488,7.071992837,0.006020848
488.5,7.070447884,0.006040625
489,7.070934258,0.006067787
489.5,7.070787631,0.006084747
490,7.070984326,0.006119106
490.5,7.070812665,0.006129057
491,7.069464408,0.006165482
491.5,7.070973597,0.006168924
492,7.072822533,0.00620879
492.5,7.075050555,0.00621386
493,7.076552592,0.006243775
493.5,7.076692067,0.006262113
494,7.079284869,0.006269623
494.5,7.082092248,0.006310115
495,7.08459922,0.006310053
495.5,7.087077581,0.006339906
496,7.088676178,0.006357617
496.5,7.090607368,0.006362499
497,7.093818867,0.006402491
497.5,7.097076857,0.006404493
498,7.099365675,0.0064279
498.5,7.101093018,0.006454561
499,7.102755988,0.006456626
499.5,7.106139148,0.006489671
500,7.109136069,0.006500123
500.5,7.111696685,0.006510575
501,7.113495553,0.006548126
501.5,7.114629234,0.006549565
502,7.117837156,0.006572158
502.5,7.120497907,0.006596817
503,7.123079981,0.006598945
503.5,7.1250219,0.006636683
504,7.125941004,0.006645946
504.5,7.129070248,0.006656836
505,7.131441321,0.006691695
505.5,7.134105649,0.006693385
506,7.136519637,0.006723927
506.5,7.136934485,0.00673951
507,7.139423575,0.006743516
507.5,7.142012801,0.006785447
508,7.144237247,0.006787888
508.5,7.145267215,0.006807665
509,7.146994558,0.006835953
509.5,7.149201122,0.006838144
510,7.15127894,0.006874318
510.5,7.153428284,0.006884394
511,7.155709949,0.006899227
511.5,7.156064001,0.006931208
512,7.15828487,0.006931395
512.5,7.160444943,0.006965817
513,7.161900488,0.0069809
513.5,7.163938967,0.006990413
514,7.164740054,0.007025022
514.5,7.166850058,0.007028214
515,7.168516604,0.007056941
515.5,7.170437066,0.007074965
516,7.172232358,0.007079909
516.5,7.17313358,0.007119275
517,7.174528329,0.007123594
517.5,7.177088945,0.007145185
518,7.178784101,0.007170908
518.5,7.180386274,0.007172535
519,7.181741684,0.007212527
519.5,7.183018415,0.007219098
520,7.185010403,0.007233743
520.5,7.186433762,0.00726466
521,7.188565224,0.007265536
521.5,7.189809769,0.007298894
522,7.190879076,0.007314165
522.5,7.192148655,0.007322864
523,7.194094151,0.007359539
523.5,7.196225613,0.007362167
524,7.198017329,0.00738789
524.5,7.198693246,0.007409919
525,7.199923486,0.007410483
525.5,7.202316016,0.007450224
526,7.204594106,0.007457046
526.5,7.205731362,0.007474444
527,7.206854314,0.00750436
527.5,7.207880706,0.007506488
528,7.210044355,0.007539032
528.5,7.211964817,0.007553051
529,7.213112802,0.007560248
529.5,7.213999719,0.007598675
530,7.215644808,0.007601304
530.5,7.217243404,0.007623897
531,7.219167442,0.007649056
531.5,7.221298904,0.007649119
532,7.221645804,0.007687421
532.5,7.223112078,0.007696057
533,7.225182743,0.007704945
533.5,7.227407189,0.007743309
534,7.229474278,0.007744999
534.5,7.230078669,0.00777335
535,7.231062146,0.00779344
535.5,7.232975455,0.007797445
536,7.235246392,0.007833494
536.5,7.237048837,0.00783994
537,7.237721177,0.007855399
537.5,7.238379213,0.007886566
538,7.240646573,0.007889194
538.5,7.243121358,0.007920237
539,7.24485943,0.007935445
539.5,7.246021721,0.007941515
540,7.246264907,0.007978503
540.5,7.248854133,0.007984574
541,7.251117918,0.008001597
541.5,7.252255175,0.00803001
542,7.254007551,0.008030386
542.5,7.254240009,0.008064495
543,7.25681493,0.008078639
543.5,7.259118054,0.008081706
544,7.260462735,0.008125703
544.5,7.260931227,0.008126516
545,7.26204345,0.008146293
545.5,7.263960335,0.008172767
546,7.265820001,0.008174707
546.5,7.26776192,0.008207501
547,7.269614432,0.008220519
547.5,7.270544265,0.008228279
548,7.27268288,0.008267145
548.5,7.274453138,0.008269147
549,7.276019548,0.008291052
549.5,7.277178262,0.008318402
550,7.278580164,0.008317901
550.5,7.279424165,0.008353011
551,7.281791662,0.008366091
551.5,7.283787226,0.008374165
552,7.284495329,0.008411841
552.5,7.285629009,0.008412842
553,7.287545895,0.008432056
553.5,7.289648747,0.008460219
554,7.29158709,0.008460156
554.5,7.292699313,0.008494265
555,7.294533944,0.008509849
555.5,7.295370793,0.008515606
556,7.297756171,0.008551968
556.5,7.298875546,0.00855685
557,7.300649381,0.008575187
557.5,7.301418281,0.008603538
558,7.303174234,0.00860479
558.5,7.304880119,0.008634205
559,7.306900716,0.008651791
559.5,7.308313346,0.008658488
560,7.309668756,0.00869366
560.5,7.310766674,0.008701045
561,7.313284374,0.008717756
561.5,7.314410902,0.008747922
562,7.317000128,0.008749236
562.5,7.31848786,0.008779902
563,7.319149471,0.008795173
563.5,7.32103417,0.008795924
564,7.322682835,0.008837042
564.5,7.32503245,0.008843739
565,7.325390078,0.008855442
565.5,7.325901486,0.008890865
566,7.328032948,0.008893619
566.5,7.330218055,0.008919905
567,7.332113482,0.008937554
567.5,7.333493926,0.008941872
568,7.333926656,0.008978735
568.5,7.336208322,0.008985994
569,7.338457801,0.008999388
569.5,7.340546348,0.009030242
570,7.341562011,0.009034247
570.5,7.341826656,0.009053336
571,7.343947389,0.009081061
571.5,7.345835665,0.009081812
572,7.347498634,0.009119989
572.5,7.349712351,0.009129126
573,7.350016335,0.009137074
573.5,7.351436117,0.009173248
574,7.353199223,0.009177316
574.5,7.355398634,0.009197344
575,7.357816199,0.009225069
575.5,7.358012894,0.009227071
576,7.359328965,0.009256048
576.5,7.361231545,0.009273572
577,7.363548974,0.009277327
577.5,7.365526656,0.009313564
578,7.366245488,0.009321074
578.5,7.367021541,0.009333653
579,7.369199495,0.009368576
579.5,7.371388177,0.009369702
580,7.372743587,0.009395863
580.5,7.374342184,0.009416891
581,7.374284963,0.009418393
581.5,7.376602392,0.009453816
582,7.378912668,0.009464018
582.5,7.381079893,0.009472905
583,7.382252913,0.009508641
583.5,7.382753592,0.009512333
584,7.385010224,0.009528918
584.5,7.386794787,0.009558208
585,7.388150197,0.009560148
585.5,7.389637929,0.009591253
586,7.390592795,0.009606336
586.5,7.392194968,0.009613596
587,7.394015294,0.009651021
587.5,7.396232587,0.009655152
588,7.397312623,0.009667669
588.5,7.3975272,0.009701715
589,7.399812442,0.009703342
589.5,7.401926023,0.009729315
590,7.404307825,0.009750907
590.5,7.404497367,0.009755288
591,7.405341369,0.009788708
591.5,7.408112985,0.009797908
592,7.409933311,0.009810175
592.5,7.411467535,0.009843345
593,7.412876589,0.009847225
593.5,7.413963778,0.009868191
594,7.415261967,0.009894226
594.5,7.417250378,0.009894727
595,7.41848777,0.009926583
595.5,7.420783742,0.009941916
596,7.421291573,0.009948174
596.5,7.422800763,0.009985037
597,7.425118192,0.009990482
597.5,7.426709636,0.010003374
598,7.428919776,0.010036795
598.5,7.429077132,0.010037608
599,7.431008323,0.010061078
599.5,7.432460292,0.010085173
600,7.434484466,0.010090054
600.5,7.43592213,0.010121096
601,7.43718098,0.010133989
601.5,7.43807505,0.010143627
602,7.440120682,0.010177736
602.5,7.441476091,0.010182054
603,7.443289265,0.010199703
603.5,7.445109591,0.010228429
604,7.445603117,0.010229493
604.5,7.447927698,0.010261224
605,7.449336752,0.010277246
605.5,7.451085553,0.010281564
606,7.452734217,0.010316424
606.5,7.45369266,0.010323058
607,7.455945716,0.010335074
607.5,7.45697926,0.010368119
608,7.459150062,0.01037225
608.5,7.460047708,0.010395469
609,7.461864457,0.010420878
609.5,7.462533221,0.010421942
610,7.464553819,0.010453109
610.5,7.466041551,0.010468067
611,7.467597232,0.010472761
611.5,7.469535575,0.01051438
612,7.470283018,0.010516007
612.5,7.472421633,0.010532217
613,7.474209772,0.010562508
613.5,7.475686775,0.010564072
614,7.476645218,0.010592799
614.5,7.478165136,0.010610197
615,7.479913937,0.010614954
615.5,7.481691347,0.010649375
616,7.483636843,0.010659702
616.5,7.484091031,0.010667838
617,7.485628831,0.010702948
617.5,7.48698424,0.010707204
618,7.489305245,0.010728483
618.5,7.491762149,0.010754455
619,7.492019641,0.010757272
619.5,7.492631185,0.010787312
620,7.494748342,0.010802959
620.5,7.497241008,0.010811408
621,7.498896825,0.010843639
621.5,7.500130641,0.010851086
622,7.50020932,0.010863791
622.5,7.502734173,0.010895522
623,7.504811991,0.010898401
623.5,7.505892027,0.010924311
624,7.507569302,0.010945652
624.5,7.508277405,0.010948469
625,7.510119188,0.01098627
625.5,7.512154091,0.010993154
626,7.513831366,0.011002542
626.5,7.514786232,0.011039655
627,7.515458573,0.011041845
627.5,7.517339696,0.011057867
628,7.519510497,0.01108747
628.5,7.5215454,0.011088972
629,7.521956672,0.011115821
629.5,7.522721995,0.011135222
630,7.524620999,0.011139352
630.5,7.527074327,0.011175276
631,7.529044856,0.011185415
631.5,7.529931774,0.011195992
632,7.530250062,0.011228786
632.5,7.532524576,0.011232979
633,7.53417324,0.011252881
633.5,7.53614377,0.011279167
634,7.536973467,0.011282046
634.5,7.538357487,0.011309646
635,7.539473286,0.011328234
635.5,7.541594019,0.011332489
636,7.543614617,0.011369164
636.5,7.544748297,0.011375923
637,7.546371928,0.011391444
637.5,7.546718827,0.01141967
638,7.54902195,0.0114233
638.5,7.550731412,0.011447395
639,7.552133313,0.011472179
639.5,7.553367129,0.01147318
640,7.55443286,0.011507915
640.5,7.55637478,0.011518805
641,7.557980529,0.011524813
641.5,7.56002616,0.011561738
642,7.560755721,0.011566181
642.5,7.56166052,0.011580451
643,7.563412897,0.011612744
643.5,7.565601579,0.01161675
644,7.567371837,0.011641346
644.5,7.568444721,0.011662374
645,7.568723671,0.011665065
645.5,7.570969574,0.011696608
646,7.572911493,0.011710752
646.5,7.574116699,0.01171795
647,7.575994246,0.011755125
647.5,7.576612942,0.011758818
648,7.578597777,0.011777343
648.5,7.579395287,0.011805193
649,7.581648343,0.011806632
649.5,7.583368533,0.011833919
650,7.584484332,0.011853133
650.5,7.58548569,0.011858515
651,7.587348931,0.011892249
651.5,7.589648479,0.011900948
652,7.590285056,0.01191165
652.5,7.590978854,0.01194457
653,7.592759841,0.01195039
653.5,7.59446215,0.011965911
654,7.59605717,0.011998705
654.5,7.598303074,0.011998142
655,7.598596328,0.012029247
655.5,7.60008406,0.012044518
656,7.601661199,0.012049524
656.5,7.603939289,0.012083883
657,7.605412716,0.012093709
657.5,7.606628651,0.012109481
658,7.606746668,0.012136517
658.5,7.609042639,0.012141023
659,7.610927338,0.012162928
659.5,7.612086052,0.012187399
660,7.613842005,0.012192218
660.5,7.613455767,0.012222509
661,7.616170163,0.012237404
661.5,7.617818827,0.0122436
662,7.620204206,0.012278147
662.5,7.620619054,0.01228597
663,7.620737071,0.012296922
663.5,7.623075957,0.012331407
664,7.625182386,0.012333722
664.5,7.627120729,0.012355314
665,7.628526207,0.012381975
665.5,7.628526207,0.012384541
666,7.631119009,0.012412767
666.5,7.632245537,0.012428789
667,7.634033676,0.012433796
667.5,7.634999271,0.012468593
668,7.635918375,0.01247773
668.5,7.638289448,0.012489684
669,7.639687773,0.012521665
669.5,7.642019507,0.012525608
670,7.642402169,0.012548201
670.5,7.642638203,0.01257167
671,7.644894835,0.012576739
671.5,7.647326705,0.01260678
672,7.648728606,0.012621112
672.5,7.650091168,0.012631126
673,7.650334355,0.012660415
673.5,7.652065274,0.012669115
674,7.653921363,0.012683196
674.5,7.655359027,0.012714301
675,7.656435487,0.012718807
675.5,7.657583473,0.0127414
676,7.659089086,0.012763055
676.5,7.661320684,0.012768249
677,7.662940738,0.012798102
677.5,7.663999317,0.01281137
678,7.664049385,0.012817629
678.5,7.666356085,0.012854616
679,7.668233631,0.012860124
679.5,7.669567583,0.012879588
680,7.671455858,0.012905373
680.5,7.672303437,0.012907626
681,7.673183201,0.012933473
681.5,7.674932002,0.01295519
682,7.676362513,0.012959133
682.5,7.67808628,0.012992616
683,7.679377316,0.013003005
683.5,7.680185555,0.013011955
684,7.682613849,0.0130455
684.5,7.683897733,0.01305082
685,7.685803889,0.013069408
685.5,7.6860435,0.01309851
686,7.68721652,0.013100074
686.5,7.688625573,0.013124983
687,7.691078901,0.013148014
687.5,7.692191123,0.013150705
688,7.693589449,0.013183312
688.5,7.693868398,0.013193764
689,7.696103573,0.013203151
689.5,7.69748044,0.013237072
690,7.699329376,0.013243832
690.5,7.700641871,0.013260792
691,7.701242685,0.013288329
691.5,7.702762604,0.013291334
692,7.704869032,0.013315867
692.5,7.706739426,0.01333846
693,7.707805157,0.013345908
693.5,7.707815886,0.013374446
694,7.710451604,0.013386087
694.5,7.711231232,0.013399355
695,7.713427068,0.013427205
695.5,7.714714528,0.013434903
696,7.715644361,0.013451926
696.5,7.716556312,0.01348059
697,7.71884513,0.013484032
697.5,7.720329286,0.013508378
698,7.721827747,0.013529281
698.5,7.722793342,0.013531722
699,7.723773242,0.013566957
699.5,7.725697281,0.013576783
700,7.727045538,0.013590427
700.5,7.729259254,0.013619466
701,7.729727747,0.013624848
701.5,7.730181934,0.013645501
702,7.732120277,0.013670473
702.5,7.733661654,0.013675605
703,7.735306742,0.013703518
703.5,7.736719372,0.013718913
704,7.736919644,0.013729553
704.5,7.739058258,0.013756277
705,7.740842822,0.013767667
705.5,7.74307442,0.013783438
706,7.74384332,0.013813479
706.5,7.744129422,0.013816358
707,7.745971206,0.013838263
707.5,7.74789882,0.013862796
708,7.74918628,0.013866301
708.5,7.750788453,0.013898031
709,7.751085284,0.013912614
709.5,7.752383474,0.013918309
710,7.754339698,0.013955359
710.5,7.756868127,0.013959928
711,7.757265094,0.013976638
711.5,7.757300857,0.014001171
712,7.759654049,0.014008369
712.5,7.761771206,0.014029647
713,7.763752464,0.014054932
713.5,7.764979128,0.014063005
714,7.765254501,0.014094923
714.5,7.766162876,0.014103435
715,7.768086914,0.014112635
715.5,7.769964461,0.014146744
716,7.770794157,0.014150436
716.5,7.770922903,0.014169024
717,7.772424941,0.014195247
717.5,7.774438386,0.014199315
718,7.776598458,0.01422729
718.5,7.777717833,0.014246629
719,7.778794293,0.01425076
719.5,7.779466634,0.01428224
720,7.781573062,0.014293943
720.5,7.783561473,0.014306022
721,7.784451967,0.014339881
721.5,7.785489087,0.014340569
722,7.78592897,0.014363913
722.5,7.787999635,0.014388008
723,7.790030962,0.014392702
723.5,7.791239744,0.01442243
724,7.792026525,0.014437263
724.5,7.792766815,0.014447527
725,7.795005566,0.01447375
725.5,7.796900993,0.014483951
726,7.798006064,0.014496593
726.5,7.798757082,0.014530577
727,7.800334221,0.014533331
727.5,7.801868445,0.01455849
728,7.803731686,0.014579143
728.5,7.805011994,0.014583837
729,7.806002623,0.014614441
729.5,7.806242234,0.01462871
730,7.808516747,0.014634155
730.5,7.809671885,0.014671893
731,7.811367042,0.014676087
731.5,7.811842687,0.014694487
732,7.812901265,0.014721648
732.5,7.814507014,0.014726155
733,7.816735036,0.014751314
733.5,7.817564733,0.014770778
734,7.819438703,0.014777474
734.5,7.820003755,0.014808767
735,7.822070844,0.014819281
735.5,7.822972067,0.014827918
736,7.824720867,0.014862652
736.5,7.825479038,0.014868097
737,7.826387413,0.014885809
737.5,7.827639111,0.014913471
738,7.829731234,0.014917414
738.5,7.830593117,0.014943887
739,7.831959255,0.014961912
739.5,7.833350428,0.014965729
740,7.833811768,0.014997523
740.5,7.835936078,0.015011229
741,7.837695607,0.01502481
741.5,7.839004525,0.015052722
742,7.840134629,0.015059607
742.5,7.84114314,0.015081511
743,7.842634448,0.015105169
743.5,7.844336757,0.015107296
744,7.845195064,0.015138902
744.5,7.846493253,0.015153547
745,7.846972474,0.015161119
745.5,7.848299274,0.015193476
746,7.849947938,0.01520205
746.5,7.851950655,0.015215443
747,7.85279108,0.015246235
747.5,7.853238115,0.015250365
748,7.855469713,0.015272082
748.5,7.857422361,0.015293987
749,7.858702669,0.015302311
749.5,7.859907875,0.015330599
750,7.86069108,0.015344806
750.5,7.861456404,0.015348749
751,7.863688002,0.015389116
751.5,7.8653617,0.015393122
752,7.86638094,0.015411897
752.5,7.866320143,0.015439309
753,7.86763979,0.015440436
753.5,7.869435082,0.015468161
754,7.871670256,0.015488376
754.5,7.87215663,0.015489377
755,7.872628699,0.015523861
755.5,7.874602805,0.015535189
756,7.876845132,0.015544765
756.5,7.878433,0.015576495
757,7.879405748,0.015584694
757.5,7.879899274,0.015603344
758,7.880864869,0.015630318
758.5,7.88282467,0.015632571
759,7.884684335,0.015659733
759.5,7.885428201,0.015679072
760,7.885514032,0.015680136
760.5,7.88738085,0.015714558
761,7.888746988,0.015726887
761.5,7.890982162,0.015736525
762,7.891404163,0.015768506
762.5,7.892459166,0.015774639
763,7.893539202,0.015794604
763.5,7.895820868,0.015820576
764,7.897068989,0.015823393
764.5,7.89838506,0.015851431
765,7.899114621,0.015869518
765.5,7.899804842,0.015876402
766,7.901657355,0.01591026
766.5,7.903338206,0.015916894
767,7.904489768,0.01592622
767.5,7.90459348,0.015961392
768,7.905938161,0.015965648
768.5,7.907586825,0.015986489
769,7.909636033,0.016013213
769.5,7.910329831,0.01601509
770,7.9123397,0.016045319
770.5,7.91236831,0.016061778
771,7.914678586,0.016069038
771.5,7.915683521,0.01609814
772,7.917207016,0.01610928
772.5,7.918186916,0.016122924
773,7.91833712,0.016154029
773.5,7.920822634,0.016158159
774,7.921591534,0.016176747
774.5,7.923175825,0.016203971
775,7.923891081,0.01620491
775.5,7.924863829,0.016237892
776,7.926580443,0.016252537
776.5,7.928164734,0.016260485
777,7.929334177,0.016293155
777.5,7.930778994,0.016301103
778,7.931744589,0.016319503
778.5,7.932495608,0.016345225
779,7.934555545,0.016350107
779.5,7.935950293,0.016374453
780,7.937309279,0.016396357
780.5,7.937380805,0.016398798
781,7.939093842,0.016431342
781.5,7.940052285,0.016443046
782,7.941593661,0.016450618
782.5,7.943006292,0.016487543
783,7.944275871,0.016491799
783.5,7.945030465,0.016509573
784,7.946811452,0.01653686
784.5,7.948266998,0.016540428
785,7.949497238,0.0165659
785.5,7.950988546,0.016587179
786,7.950995699,0.016591059
786.5,7.953077093,0.016625042
787,7.95411779,0.016634993
787.5,7.956113354,0.016645695
